Direction,Left_X,Left_Y,Right_X,Right_Y
DOWN,0.4098288791330908,0.4724410662387108,0.5023179908251162,0.45757477551536513
DOWN,0.4099993602977525,0.47188846908475574,0.502051804258736,0.45552680426068853
DOWN,0.4136625790331116,0.47221328875314555,0.5006343979231905,0.45564174077777
DOWN,0.4142924460414959,0.47017472612129485,0.49889414230392387,0.4524703232091986
DOWN,0.4148929705809709,0.4684211753588256,0.4983887655721184,0.450714186441076
DOWN,0.41475406793580366,0.46636910970991446,0.4983726813435573,0.4485171884636181
DOWN,0.4131590524200805,0.4742012641844368,0.4980377925462906,0.453456515061376
DOWN,0.4088226051082586,0.4750760624022905,0.49790076940125977,0.45354919638742897
DOWN,0.4080591911948678,0.4755916182681008,0.5009629295318382,0.45451456982522576
DOWN,0.39570534050464146,0.4784154312520441,0.49991145306439005,0.4563476901022982
DOWN,0.3943952631069586,0.47559202061547545,0.4947993721056926,0.4539709539991347
DOWN,0.3992307705794585,0.47395306789019365,0.5012958456745836,0.4524881847413658
DOWN,0.41019384484802385,0.47313750211243466,0.5123640804386215,0.44701331863308297
DOWN,0.4098183714179967,0.4716916496534883,0.52119071621736,0.44553211958965466
DOWN,0.4155397977711986,0.471543551217936,0.5304112840874438,0.4428526642436589
DOWN,0.4492729759643728,0.46725515429873987,0.5478636608090238,0.44509158218134337
